name:keypoints_y:keypoints_x
B0088L2P74.jpg:[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]:[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
B0054KYONK.jpg:[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]:[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
B004KPKTRU.jpg:[78, 128, 128, 217, 315, 315, -1, -1, 59, 69, 128, 226, 325, 296, 414, -1, 59, 69]:[174, 167, 114, 106, 98, 136, -1, -1, 159, 144, 212, 220, 235, 205, 197, -1, 182, 197]
B00BELY3JI.jpg:[49, 88, 98, 157, 217, 217, 296, 394, 39, 49, 88, 148, 207, 207, 296, 394, 39, 49]:[159, 167, 129, 121, 114, 144, 152, 159, 159, 144, 205, 220, 220, 197, 190, 190, 167, 182]
B00CULBIPS.jpg:[47, 85, 85, 152, 95, 218, 313, 399, 38, 47, 76, 142, 199, 218, 313, 380, 38, 38]:[197, 205, 174, 167, 174, 174, 182, 197, 190, 182, 243, 250, 258, 220, 197, 220, 205, 212]
B002HRFEKU.jpg:[-1, -1, -1, -1, 296, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]:[-1, -1, -1, -1, 11, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
B007HSSKMI.jpg:[49, 89, 98, 148, 197, 207, -1, -1, 39, 49, 79, 118, 128, 207, -1, 405, 39, 39]:[146, 161, 124, 88, 95, 132, -1, -1, 139, 124, 205, 249, 212, 183, -1, 183, 154, 168]
B0040JHGTU.jpg:[39, 88, 88, 148, 207, 207, 305, 404, 39, 39, 88, 148, 207, 207, 305, 404, 29, 39]:[174, 182, 144, 136, 121, 152, 152, 159, 167, 159, 212, 220, 220, 197, 190, 182, 182, 190]
B008YQXJFU.jpg:[49, 89, 89, 148, 207, 178, -1, -1, 49, 49, 89, 118, 138, 178, -1, 385, 49, 49]:[141, 148, 128, 122, 109, 141, -1, -1, 135, 128, 174, 186, 174, 167, -1, 186, 148, 161]
B009LIFAV6.jpg:[39, 88, 88, 148, 207, 207, 296, 394, 39, 39, 88, 148, 207, 207, 296, 404, 29, 39]:[174, 174, 136, 129, 114, 152, 152, 136, 167, 159, 212, 212, 228, 197, 190, 182, 182, 190]
B00858VQM0.jpg:[49, 88, 88, 157, 217, 226, -1, 414, 39, 39, 88, -1, -1, 226, 335, 414, 39, 39]:[182, 174, 144, 136, 144, 167, -1, 174, 174, 167, 212, -1, -1, 205, 197, 182, 190, 197]
B00BBQD8Y2.jpg:[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]:[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
B00DV6C0Y4.jpg:[66, 123, 123, 218, 313, 304, -1, -1, 57, -1, 133, 228, 313, 304, -1, -1, 57, 47]:[152, 182, 129, 106, 98, 144, -1, -1, 152, -1, 243, 250, 243, 205, -1, -1, 167, 197]
B005XHJPQ0.jpg:[49, 98, 98, 157, 217, 266, -1, 404, 39, 49, 98, 138, 167, 256, -1, -1, 39, 49]:[190, 182, 152, 136, 136, 159, -1, 136, 182, 174, 228, 258, 220, 212, -1, -1, 197, 205]
B004IZOZBI.jpg:[-1, 47, 38, -1, -1, -1, -1, -1, -1, -1, 38, -1, -1, -1, -1, -1, -1, -1]:[-1, 197, 136, -1, -1, -1, -1, -1, -1, -1, 258, -1, -1, -1, -1, -1, -1, -1]
B007JXGAN2.jpg:[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]:[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
B0035WTCA4.jpg:[-1, 49, 49, 108, 177, 187, 286, 404, -1, -1, 59, 128, 167, 187, 286, 404, -1, -1]:[-1, 182, 144, 129, 121, 152, 159, 159, -1, -1, 220, 220, 212, 197, 190, 174, -1, -1]
B00CMXKJ7W.jpg:[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]:[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
B005BWQTCK.jpg:[33, 60, 66, 106, 153, 146, 206, 273, 26, 33, 53, 100, 133, 140, 200, 273, 26, 26]:[97, 107, 82, 82, 71, 92, 97, 102, 92, 92, 133, 138, 133, 123, 128, 118, 102, 112]
B007XCGZNY.jpg:[49, 89, 98, 158, 207, 217, 306, 385, 39, 49, 89, 158, 207, 217, 296, 405, 39, 49]:[167, 167, 129, 121, 114, 144, 152, 152, 159, 152, 197, 205, 220, 190, 174, 174, 174, 182]
B00ESJ00O0.jpg:[38, 85, 85, 133, 152, 190, 304, -1, 38, 38, 76, 133, 199, 199, 294, 389, 38, 38]:[174, 174, 144, 91, 114, 152, 144, -1, 167, 159, 212, 220, 205, 190, 197, 197, 182, 190]
B00AOJHJA6.jpg:[78, 157, 157, 266, 355, 394, -1, -1, 59, 78, 157, 266, 355, 394, -1, -1, 59, 69]:[174, 167, 114, 98, 83, 121, -1, -1, 159, 144, 228, 243, 243, 205, -1, -1, 182, 197]
